Taxon Name,Taxonomic Serial Number (TSN),Parent Taxonomic Serial Number (TSN),Taxon Group,Taxon Level,AphiaID,NADED ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxon Citations,Preferred Source,Former or Invalid Name,Common Name,Alternate Name,NODC Code,Xerces Code,Active
"Lepidonotus","64599",""," Invertebrates","Genus","129496","","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Lepidonotus","","Fauchald, K.; Bellan, G. (2016). Lepidonotus Leach, 1816. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=129496 on 2016-05-10","WORMS","","",""," 50010211","","Y"
"Lepidonotus spiculus","",""," Invertebrates","Species","333826","","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Lepidonotus","spiculus","Fauchald, K. (2015). Lepidonotus spiculus. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=333826 on 2016-05-10","WORMS","","","","","","Y"
"Lepidoptera","117232",""," Invertebrates","Order","","","","","","","","","","","","","","",""," O0009","Y"
"Lepidostoma","116794","598212"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0215","Y"
"Lepidostoma cascadense","116886",""," Invertebrates","Species","","","","","","","","","","","","","","","","","Y"
"Lepidostoma pluviale Group","","598779"," Invertebrates","Species","","","","","","","","","","","","","","","","","Y"
"Lepidostomatidae","116793","115095"," Invertebrates","Family","","","","","","","","","","","","","","",""," F0087","Y"
"Lepidozona interstincta","567765",""," Invertebrates","Species","386044","","Animalia","Mollusca","Polyplacophora","Chitonida","Ischnochitonidae","Lepidozona","interstincta","Schwabe, E. (2015). Lepidozona interstincta (Gould, 1852). In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=386044 on 2016-05-10","WORMS","","",""," 5303020789","","Y"
"Lepidozona mertensii","78911",""," Invertebrates","Species","386048","","Animalia","Mollusca","Polyplacophora","Chitonida","Ischnochitonidae","Lepidozona","mertensii","Marshall, B.; Schwabe, E. (2015). Lepidozona mertensii (Middendorff, 1847). In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=386048 on 2016-05-10","WORMS","","",""," 5303020701","","Y"
"Leptamphopus","93559",""," Invertebrates","Genus","101524","","Animalia","Arthropoda","Malacostraca","Amphipoda","Calliopiidae","Leptamphopus","","Lowry, J.; Costello, M.; Bellan-Santini, D. (2009). Leptamphopus G.O. Sars, 1895. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Tandberg, A.H.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2016). World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101524 on 2016-05-10","WORMS","","",""," 61691207","","Y"
"Leptasterias hexactis","157234",""," Invertebrates","Species","369177","","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Leptasterias","hexactis","Mah, C. (2016). Leptasterias hexactis (Stimpson, 1862). In: Mah, C.L. (2016). World Asteroidea database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=369177 on 2016-05-10","WORMS","","",""," 8117030409","","Y"
"Leptoceridae","116547","115095"," Invertebrates","Family","","","","","","","","","","","",""," long-horn caddisflies","",""," F0088","Y"
"Leptocheirus","93485",""," Invertebrates","Genus","101470","","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Leptocheirus","","Zaddach, E. G. (1844).","ITIS","","","","","","Y"
"Leptocheirus plumulosus","93486",""," Invertebrates","Species","158113","","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Leptocheirus","Leptocheirus plumulosus","Shoemaker C.R. (1932a)","ITIS","","","","","","Y"
"Leptochiton nexus","78824",""," Invertebrates","Species","385818","","Animalia","Mollusca","Polyplacophora","Lepidopleurida","Leptochitonidae","Leptochiton","nexus","Schwabe, E. (2015). Leptochiton nexus Carpenter, 1864. In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=385818 on 2016-05-10","WORMS","","",""," 5302010108","","Y"
"Leptochiton rugatus","78819",""," Invertebrates","Species","367856","","Animalia","Mollusca","Polyplacophora","Lepidopleurida","Leptochitonidae","Leptochiton","rugatus","Schwabe, E. (2015). Leptochiton rugatus (Carpenter in Pilsbry, 1892). In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=367856 on 2016-05-10","WORMS","","",""," 5302010105","","Y"
"Leptochitonidae","566922",""," Invertebrates","Family","59","","Animalia","Mollusca","Polyplacophora","Lepidopleurida","Leptochitonidae","","","Schwabe, E.; Gofas, S. (2009). Leptochitonidae Dall, 1889. In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=59 on 2016-05-10","WORMS","","","","","","Y"
"Leptognathia","91752",""," Invertebrates","Genus","136229","","Animalia","Arthropoda","Malacostraca","Tanaidacea","Leptognathiidae","Leptognathia","","Anderson, G.; Bird, G. (2010). Leptognathia. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=136229 on 2016-05-10","WORMS","","","","","","Y"
"Leptohyphidae","568545",""," Invertebrates","Family","","","","","","","","","","","","","","","","","Y"
"Leptophlebia","101148","101095"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0101","Y"
"Leptophlebiidae","101095","100502"," Invertebrates","Family","","","","","","","","","","","","","","",""," F0046","Y"
"Leptoplanidae","54115","54073"," Invertebrates","Family","142062","","Animalia","Platyhelminthes","Rhabditophora","Polycladida","Leptoplanidae","","","Tyler, S. (2010). Leptoplanidae Stimpson, 1857. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=142062 on 2016-05-10","WORMS","","","","","","Y"
"Leptostylis","90879",""," Invertebrates","Genus","110403","","Animalia","Arthropoda","Malacostraca","Cumacea","Diastylidae","Leptostylis","","Watling, L. (2004). Leptostylis G.O. Sars, 1869. In: Watling, L.; Gerken, S. (2016). World Cumacea database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=110403 on 2016-05-10","WORMS","","",""," 61540504","","Y"
"Leptostylis villosa","90880",""," Invertebrates","Species","110506","","Animalia","Arthropoda","Malacostraca","Cumacea","Diastylidae","Leptostylis","villosa","Watling, L. (2004). Leptostylis villosa Sars, 1869. In: Watling, L.; Gerken, S. (2016). World Cumacea database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=110506 on 2016-05-10","WORMS","","","","","","Y"
"Leptosynapta","158429",""," Invertebrates","Genus","123449","","Animalia","Echinodermata","Holothuroidea","Apodida","Synaptidae","Leptosynapta","","Paulay, G.; Hansson, H. (2013). Leptosynapta Verrill, 1867. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=123449 on 2016-05-10","WORMS","","",""," 81780102","","Y"
"Leptothecata","49469",""," Invertebrates","Order","13552","","Animalia","Cnidaria","Hydrozoa","Leptothecata","","","","Schuchert, P. (2015). Leptothecata. In: Schuchert, P. (2016). World Hydrozoa database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=13552 on 2016-05-10","WORMS","","","","","","Y"
"Lestes","102061",""," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0131","Y"
"Lethocerus","103699",""," Invertebrates","Genus","","","Animalia","Arthropoda","Insecta","Hemiptera","Belostomatidae","Lethocerus","","","ITIS","","","","","","Y"
"Leucandra","47189",""," Invertebrates","Genus","131704","","Animalia","Porifera","Calcarea","Leucosolenida","Grantiidae","Leucandra","","van Soest, R. (2011). Leucandra Haeckel, 1872. In: Van Soest, R.W.M; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez de Glasby, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schoenberg, C.; Janussen, D.; Tabachnick, K.R., Klautau, M.; Picton, B.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P.; Carballo, J. L. (2016). World Porifera database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=131704 on 2016-05-10","WORMS","","",""," 36080314","","Y"
"Leuckartiara octona","49146",""," Invertebrates","Species","117791","","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Pandeidae","Leuckartiara","octona","WoRMS (2004). Leuckartiara octona (Fleming, 1823). In: Schuchert, P. (2016). World Hydrozoa database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=117791 on 2016-05-10","WORMS","","","","","","Y"
"Leucon","90779","90778"," Invertebrates","Genus","110414","","Animalia","Arthropoda","Malacostraca","Cumacea","Leuconidae","Leucon","","Watling, L. (2004). Leucon. In: Watling, L.; Gerken, S. (2016). World Cumacea database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=110414 on 2016-05-10","WORMS","","",""," 61540401","","Y"
"Leucon (Leucon) magnadentatus","","90779"," Invertebrates","Species","182346","","Animalia","Arthropoda","Malacostraca","Cumacea","Leuconidae","Leucon","magnadentatus","Watling, L. (2015). Leucon (Leucon) magnadentatus. In: Watling, L.; Gerken, S. (2015) World Cumacea database. Accessed through: World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=182346 on 2016-11-22","WoRMS"," Leucon magnadentata","",""," 6154040116","","Y"
"Leucon (Leucon) subnasica","","90779"," Invertebrates","Species","182352","","Animalia","Arthropoda","Malacostraca","Cumacea","Leuconidae","Leucon","subnasica","Watling, L. (2015). Leucon (Leucon) subnasica. In: Watling, L.; Gerken, S. (2015) World Cumacea database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=182352 on 2016-05-10","WORMS","","","","","","Y"
"Leuconidae","90778","90745"," Invertebrates","Family","110382","","Animalia","Arthropoda","Malacostraca","Cumacea","Leuconidae","","","Watling, L. (2004). Leuconidae Sars, 1878. In: Watling, L.; Gerken, S. (2016). World Cumacea database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=110382 on 2016-05-10","WORMS","","",""," 615404","","Y"
"Leucosolenia","46949",""," Invertebrates","Genus","131715","","Animalia","Porifera","Calcarea","Leucosolenida","Leucosoleniidae","Leucosolenia","","van Soest, R. (2007). Leucosolenia Bowerbank, 1864. In: Van Soest, R.W.M; Boury-Esnault, N.; Hooper, J.N.A.; Rützler, K.; de Voogd, N.J.; Alvarez de Glasby, B.; Hajdu, E.; Pisera, A.B.; Manconi, R.; Schoenberg, C.; Janussen, D.; Tabachnick, K.R., Klautau, M.; Picton, B.; Kelly, M.; Vacelet, J.; Dohrmann, M.; Díaz, M.-C.; Cárdenas, P.; Carballo, J. L. (2016). World Porifera database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=131715 on 2016-05-10","WORMS","","",""," 36070101","","Y"
"Leucothoe spinicarpa","94199",""," Invertebrates","Species","102470","","Animalia","Arthropoda","Malacostraca","Amphipoda","Leucothoidae","Leucothoe","spinicarpa","(Abildgaard, 1789) / Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2019). World Amphipoda Database. Leucothoe spinicarpa (Abildgaard, 1789). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=102470 on 2019-08-07","WORMS","","","","","","Y"
"Leucotrichia","115630","115629"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0208","Y"
"Leucotrichia pictipes","115631",""," Invertebrates","Species","","","","","","","","","","","","","","","","","Y"
"Leucrocuta","100676","100504"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0097","Y"
"Leuctridae","102840","102467"," Invertebrates","Family","","","","","","","","","","","","","","",""," F0074","Y"
"Leukoma","",""," Invertebrates","Genus","492481","","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Leukoma","","Bouchet, P. (2015). Leukoma Römer, 1857. In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php/aphia.php?p=taxdetails&id=492481 on 2016-05-10","WORMS","","","","","","Y"
"Leukoma staminea","",""," Invertebrates","Species","507737","","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Leukoma","staminea","Huber, M. (2015). Leukoma staminea (Conrad, 1837). In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=507737 on 2016-05-10","WORMS","","","","","","Y"
"Levinsenia","","66659"," Invertebrates","Genus","129432","","Animalia","Annelida","Polychaeta","Not assigned","Paraonidae","Levinsenia","","Read, G.; Bellan, G. (2013). Levinsenia. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=129432 on 2016-05-10","WORMS","","","","","","Y"
"Levinsenia gracilis","66729","66727"," Invertebrates","Species","130578","","Animalia","Annelida","Polychaeta","Not assigned","Paraonidae","Levinsenia","gracilis","Bellan, G. (2016). Levinsenia gracilis (Tauber, 1879). In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=130578 on 2016-05-10","WORMS","","","","","","Y"
"Levinsenia oculata","66771",""," Invertebrates","Species","156209","","Animalia","Annelida","Polychaeta","Not assigned","Paraonidae","Levinsenia","oculata","WoRMS (2015). Levinsenia oculata. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=156209 on 2016-05-10","WORMS","","","","","","Y"
"Libellulidae","101797","101593"," Invertebrates","Family","","","","","","","","","","","","","","",""," F0071","Y"
"Libellulidae/corduliidae","","101594"," Invertebrates","Family","","","Animalia","Arthropoda","Insecta","Odonata","","","","","ITIS","","","","","","Y"
"Lichenoporidae","155780",""," Invertebrates","Family","110809","","Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Lichenoporidae","","","Bock, P.; Reverter Gil, O.; Hayward, P. (2010). Lichenoporidae Smitt, 1867. In: Bock, P.; Gordon, D. (2016). World List of Bryozoa. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=110809 on 2016-05-10","WORMS","","",""," 781301","","Y"
"Lichomolgidae","88881",""," Invertebrates","Family","128577","","Animalia","Arthropoda","Not assigned","Poecilostomatoida","Lichomolgidae","","","Boxshall, G. (2008). Lichomolgidae Kossmann, 1877. In: Walter, T.C. & Boxshall, G. (2016). World of Copepods database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=128577 on 2016-05-10","WORMS","","","","","","Y"
"Limecola balthica","567846","81033"," Invertebrates","Species","880017","","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Macoma","balthica","Gofas, S. (2004). Macoma balthica (Linnaeus, 1758). In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=141579 on 2016-05-10","WoRMS"," Macoma balthica","","","","","Y"
"Limnactiniidae","52810","52486"," Invertebrates","Family","100676","","Animalia","Cnidaria","Anthozoa","Actiniaria","Limnactiniidae","","","Fautin, D. (2009). Limnactiniidae Carlgren, 1921. In: Fautin, Daphne G. (2013). Hexacorallians of the World. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=100676 on 2016-05-10","WORMS","","",""," 376029","","Y"
